trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-68.62207595961483,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,0,-78.33260437527393,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,0,-75.22149170667163,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-72.889501721082,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-18.889031186140073,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-119.61689614064169,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,0,-71.77244493535184,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,0,-96.8667747521925,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-118.60262780212084,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",35,9,-55.93944050832415,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-149.4368039651854,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",25,0,-46.55992365315639,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",30,14,-73.22359409182613,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-67.50398990748896,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,9,-49.4883106210652,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-77.18939613812508,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-12.562284054230647,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,-89.75796024290382,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",30,0,-35.43024870818316,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,0,-15.667721259200407,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,22,-19.9950867467853,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,0,-59.51300950501125,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,10,-43.27666055238042,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 0}",1
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,0,-40.34496489053713,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",35,0,-81.51972606166754,"{0: 24, 1: 2, 2: 8, 3: 1, 4: 0}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,-109.55637156250235,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,9,-101.94095589596407,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 2}",1
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-71.33903076700625,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,12,13.403134634598409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,0,-130.09450203275574,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-164.61133632430537,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,7,6.932522359360095,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-9.3509332235052,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,-57.02869253427568,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,13.422615932190268,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",30,8,-77.80925592508629,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 2}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-32.50892963018876,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",30,0,-103.59125724628903,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",30,13,-4.6395279195379855,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",30,0,-80.40767513206158,"{0: 21, 1: 0, 2: 7, 3: 2, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,0,-107.52678721565266,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",30,3,-41.893349903002566,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,2,-64.30011075811649,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",30,9,-14.828087303146727,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",30,0,-26.00276918362802,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",30,0,-129.97305992446425,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-25.43242977257274,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",30,3,-31.638050043104066,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",25,0,-80.371435399285,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-53.88899321445533,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-36.29767083484442,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,8,-42.69226557289245,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",25,0,-87.19302355541156,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,0,-87.36236376876364,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,13,-80.91713116874831,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",35,21,-53.67933816765711,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,0,-42.374795692664605,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,0,-35.44373433504746,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",25,9,-12.275468820561603,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,0,-105.39434816248699,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,0,-71.5040099562126,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,0,-42.78766423805011,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,12,-12.165319465734873,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-59.5521511242596,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,-87.15672081905785,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",35,0,-126.24828041790249,"{0: 26, 1: 0, 2: 6, 3: 1, 4: 2}",0
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,0,-67.6959142516141,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,8,3.2004533377231272,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-93.37208437110287,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,7,-12.968253282492645,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,5,-42.00999801456269,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,0,-25.809607353305367,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",30,10,-43.351843965080064,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,6,-30.295525153985995,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,0,-157.53606138047408,"{0: 14, 1: 0, 2: 0, 3: 3, 4: 3}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,3,-82.29796495983013,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-41.36618369589328,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,0,-69.29813360603906,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",20,0,-99.07334107059697,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",35,14,-22.20978672292849,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,13,-138.20689742550107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 4}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-92.18308146091559,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,4,-27.406129666117934,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,11,1.9521652310951987,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",30,0,-45.29278385930493,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-107.5885535048664,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,6,-7.384962420872294,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-102.37575191474033,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,15,6.708996990170508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",20,0,-39.417207360027135,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",20,8,-11.526061171636593,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-86.07459543898338,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,0,-53.01553033590189,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,0,-58.35912530679505,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,14,-24.162868451127295,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",30,12,-33.388241146362994,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",30,18,-22.546948016423656,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",30,4,-41.47161949176286,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-41.12085176519581,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,3,-8.865357220807967,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,-8.244269197536076,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,0,-43.839386961913114,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,1,-84.32436140697651,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 2}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-46.695370930280795,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,0,-93.88955875543786,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",25,14,0.9820693539828671,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",25,0,-76.7717294685286,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,0,-179.74242938001876,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,22.15444578755007,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,0,-59.18289886093821,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,0,-27.647143925505816,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",25,14,-3.305595808015859,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",35,18,-21.984674899619698,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",30,5,-35.761110345103674,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-148.19092554330805,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,0,-38.9214167007369,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5488116360940264}",20,0,-52.76953278141531,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",25,0,-72.16699207084484,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,15,-21.54768257951854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,0,-110.86510703242921,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,0,3.0891492994711527,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,4,5.5187198629268375,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,5,-34.12153109600921,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,14,-19.579084056591388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",20,0,-60.89587818465512,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.539021403076357}",30,15,-12.381581304529691,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,0,-20.26797704806336,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,0,-16.771600715830843,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,17,3.03402704411284,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,0,34.96688728498843,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-63.203631412793555,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,3,9.607606287362142,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,6,-49.089354592368046,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-102.2669392187607,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,7,-41.8882781977445,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-56.12235251938421,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",30,0,10.498735614674594,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,0,-17.096134324376763,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,13,14.782810667770105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,6,-63.286056564350964,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",30,24,7.405027323165177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,8,9.212898016879018,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",25,8,-49.87036569154181,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,-84.0136863696441,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",30,0,-112.34850359846503,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,9,2.19857311199225,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",20,0,-31.984482251090444,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,0,-59.27230430426919,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,11,-15.355134618443852,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",30,4,-32.779252677192375,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",30,0,-46.4204674116237,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,2,-7.128326714800756,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,3,-37.21057346034915,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,14,-12.298300781115977,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,1,-84.90542942558213,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,0,7.439440254671627,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,17,-7.682758227286932,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-16.42516294132677,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,0,-8.026636508672464,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,0,-172.58041509145053,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,2.479618521941897,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,16,8.22816072070854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",30,17,2.6510392483141674,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,0,1.6310101852513146,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,13,3.350537465989386,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,0,-47.95330631103168,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",25,0,-9.271227386137795,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,-18.918372636849647,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,0,-86.74409818315456,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,-38.06706689793423,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,0,-110.10049061603152,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,10,-18.26517215953881,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",35,14,26.218279144182315,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",35,13,-63.357626563817185,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",25,16,-6.895388447637174,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",35,9,-68.65678690171718,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 2}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,5,-80.28961394344617,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",30,10,-59.61423793273248,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,0,-11.36361028672711,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,11,-53.05992997358023,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,-1.426496813803368,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,1,-38.200183546876964,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,12,-11.654317753531528,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",20,6,3.890618429787563,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
